scientific.name,original_scientific,genus,species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,maximum_longevity_y,weaning_d,incubation_d,fledging_age_d,longevity_y,male_maturity_d
Pachydactylus affinis,,Pachydactylus,affinis,-999,1,-999,-999,-999,49,-999,-999,-999
Aegotheles affinis,,Aegotheles,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mirafra affinis,,Mirafra,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emberiza affinis,,Emberiza,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mycerobas affinis,,Mycerobas,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Thapsinillas affinis,,Thapsinillas,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Empidonax affinis,,Empidonax,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Veniliornis affinis,,Veniliornis,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Akodon affinis,,Akodon,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ratufa affinis,,Ratufa,affinis,-999,-999,-999,9.65,-999,-999,-999,9.65,-999
Draco affinis,,Draco,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trioceros affinis,,Trioceros,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cnemaspis affinis,,Cnemaspis,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Stenodactylus affinis,,Stenodactylus,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pholidobolus affinis,,Pholidobolus,affinis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Eremias afghanistanica,,Eremias,afghanistanica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Blanfordimys afghanus,,Blanfordimys,afghanus,-999,3.4,-999,1.333333333,-999,-999,-999,1.333333333,-999
Gerbilliscus afra,,Gerbilliscus,afra,152,3.92,6.5,5.7,-999,-999,-999,5.679166667,115
Coleura afra,,Coleura,afra,365,1,1.5,-999,-999,-999,-999,-999,-999
Scleroptila afra,,Scleroptila,afra,-999,6,1.499219969,-999,-999,-999,-999,-999,-999
Pytilia afra,,Pytilia,afra,-999,3.5,-999,-999,-999,12.5,21,-999,-999
Afrotis afra,,Afrotis,afra,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Afrotis afraoides,,Afrotis,afraoides,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Hystrix africaeaustralis,,Hystrix,africaeaustralis,438.45,2.1,1.67,23.1,77,-999,-999,23.04166667,390
Agama africana,,Agama,africana,487.04,7.55,2,1.3,-999,56,-999,1.3,730.5
Upupa africana,,Upupa,africana,364.234,5.7,1.5,11.1,-999,15.5,27.5,11.1,365
Loxodonta africana,,Loxodonta,africana,4253.80718,1,0.21,80,1088.8,-999,-999,65,3650
Mirafra africana,,Mirafra,africana,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Sasia africana,,Sasia,africana,-999,2,-999,-999,-999,-999,-999,-999,-999
Aquila africana,,Aquila,africana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mustela africana,,Mustela,africana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Kerivoula africana,,Kerivoula,africana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Afroedura africana,,Afroedura,africana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cnemaspis africana,,Cnemaspis,africana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calendulauda africanoides,,Calendulauda,africanoides,-999,-999,-999,-999,-999,-999,-999,-999,-999
Atherurus africanus,,Atherurus,africanus,-999,1.5,2.5,22.91666667,45.37,-999,-999,22.9,-999
Phacochoerus africanus,,Phacochoerus,africanus,578,3,1.5,20.9,84,-999,-999,20.79166667,578
Microcarbo africanus,,Microcarbo,africanus,-999,4,1,12.33333333,-999,24,-999,12.33333333,-999
Gyps africanus,,Gyps,africanus,2180.808,1,1,19.7,-999,57,125,19.7,-999
Chamaeleo africanus,,Chamaeleo,africanus,-999,23,-999,1.8,-999,176,-999,1.8,-999
Actophilornis africanus,,Actophilornis,africanus,-999,4,-999,-999,-999,22.5,-999,-999,-999
Bubo africanus,,Bubo,africanus,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Buphagus africanus,,Buphagus,africanus,-999,2.45,-999,-999,-999,-999,-999,-999,-999
Holodactylus africanus,,Holodactylus,africanus,-999,2,-999,-999,-999,82.5,-999,-999,-999
Rhinoptilus africanus,,Rhinoptilus,africanus,-999,1,-999,-999,-999,26,-999,-999,-999
Miniopterus africanus,,Miniopterus,africanus,742.46,0.99,-999,-999,-999,-999,-999,-999,-999
Tetradactylus africanus,,Tetradactylus,africanus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Adolfus africanus,,Adolfus,africanus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Afroablepharus africanus,,Afroablepharus,africanus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cryptoblepharus africanus,,Cryptoblepharus,africanus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gerbillus agag,,Gerbillus,agag,-999,4.1,-999,5.908333333,-999,-999,-999,5.904166667,-999
Agama agama,,Agama,agama,487.04,7.55,2,1.3,-999,56,-999,1.3,730.5
Agamia agami,,Agamia,agami,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Cyrtopodion agamuroides,,Cyrtopodion,agamuroides,-999,-999,-999,-999,-999,-999,-999,-999,-999
Celestus agasepsoides,,Celestus,agasepsoides,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis agassizi,,Anolis,agassizi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gopherus agassizii,,Gopherus,agassizii,5500,5.892097265,2,62.8,-999,89,-999,40,4575
Philodryas agassizii,,Philodryas,agassizii,-999,8,-999,-999,-999,-999,-999,-999,-999
Dicaeum agile,,Dicaeum,agile,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Gracilinanus agilis,,Gracilinanus,agilis,270,11.5,2,6.1,65,-999,-999,6.075,-999
Macropus agilis,,Macropus,agilis,384.885,1.005,1.8,16.9,267.87,-999,-999,12,425
Dipodomys agilis,,Dipodomys,agilis,210,2.575,1.5,1.416666667,-999,-999,-999,1.416666667,-999
Antechinus agilis,,Antechinus,agilis,317.195,7.5,1,5.408333333,90,-999,-999,3,285
Lacerta agilis,,Lacerta,agilis,-999,5.8,1,12,-999,48,-999,8.5,730.49
Brasiliscincus agilis,,Brasiliscincus,agilis,-999,4.3,1,-999,-999,-999,-999,-999,-999
Cercocebus agilis,,Cercocebus,agilis,1535.9868,1,0.95,46,365.232,-999,-999,24,-999
Hylobates agilis,,Hylobates,agilis,2849.06286,1,0.475,57,600.50228,-999,-999,44,1825
Oporornis agilis,,Oporornis,agilis,-999,4.1,-999,4.34,-999,-999,-999,4.3,-999
Geothlypis agilis,,Geothlypis,agilis,363.468,4,-999,-999,-999,-999,-999,-999,-999
Amazona agilis,,Amazona,agilis,-999,2.9,-999,-999,-999,-999,-999,-999,-999
Uromyias agilis,,Uromyias,agilis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trapelus agilis,,Trapelus,agilis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tretioscincus agilis,,Tretioscincus,agilis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pachyramphus aglaiae,,Pachyramphus,aglaiae,-999,3.5,-999,-999,-999,-999,19,-999,-999
Psychosaura agmosticha,,Psychosaura,agmosticha,-999,-999,-999,-999,-999,-999,-999,-999,-999
Kerivoula agnella,,Kerivoula,agnella,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trapelus agnetae,,Trapelus,agnetae,-999,6.5,-999,-999,-999,75,-999,-999,-999
Uromyias agraphia,,Uromyias,agraphia,-999,-999,-999,-999,-999,-999,-999,-999,-999
Apodemus agrarius,,Apodemus,agrarius,76.065,5.68,3.335,4,26.78368,-999,-999,4,-999
Xenosaurus agrenon,,Xenosaurus,agrenon,-999,5.4,0.4,-999,-999,-999,-999,-999,-999
Microtus agrestis,,Microtus,agrestis,36,4.42,3.6,4.825,13.39184,-999,-999,3.3,42
Ctenotus agrestis,,Ctenotus,agrestis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Acrocephalus agricola,,Acrocephalus,agricola,-999,4.5,-999,-999,-999,-999,-999,-999,-999
Eurydactylodes agricolae,,Eurydactylodes,agricolae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gracilinanus agricolai,,Gracilinanus,agricolai,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hemidactylus agrius,,Hemidactylus,agrius,-999,-999,-999,-999,-999,-999,-999,-999,-999
Laudakia agrorensis,,Laudakia,agrorensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis agueroi,,Anolis,agueroi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Motacilla aguimp,,Motacilla,aguimp,-999,3,2.5,-999,-999,-999,-999,-999,-999
Cyrtodactylus agusanensis,,Cyrtodactylus,agusanensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Leptophis ahaetulla,,Leptophis,ahaetulla,-999,6,-999,-999,-999,-999,-999,-999,-999
Pternistis ahantensis,,Pternistis,ahantensis,-999,5,-999,-999,-999,-999,-999,-999,-999
Anolis ahli,,Anolis,ahli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cryptoblepharus ahli,,Cryptoblepharus,ahli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emoia ahli,,Emoia,ahli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Acanthodactylus ahmaddisii,,Acanthodactylus,ahmaddisii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sus ahoenobarbus,,Sus,ahoenobarbus,362.5,4,1,16.2,105.85,-999,-999,16.16666667,-999
Carlia ailanpalai,,Carlia,ailanpalai,-999,-999,-999,-999,-999,-999,-999,-999,-999
Acomys airensis,,Acomys,airensis,58,2.47,3.5,7.483333333,14,-999,-999,5.45,59
Sminthopsis aitkeni,,Sminthopsis,aitkeni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Platalea ajaja,,Platalea,ajaja,1095,3,1,28,-999,23.25,52.5,7.8,1095
Semnopithecus ajax,,Semnopithecus,ajax,1236.91904,1.02,0.7,29.275,349.40528,-999,-999,27,1886
Cinclosoma ajax,,Cinclosoma,ajax,-999,-999,-999,-999,-999,-999,-999,-999,-999
Larvivora akahige,,Larvivora,akahige,-999,-999,-999,-999,-999,-999,-999,-999,-999
Oxymycterus akodontius,,Oxymycterus,akodontius,-999,-999,-999,-999,-999,-999,-999,-999,-999
Amaurornis akool,,Amaurornis,akool,-999,5.5,-999,-999,-999,-999,-999,-999,-999
Pseudemys alabamensis,,Pseudemys,alabamensis,4017.64,12,2,4.3,-999,72.5,-999,4.3,3287.16
Ctenotus alacer,,Ctenotus,alacer,-999,-999,-999,-999,-999,-999,-999,-999,-999
Fulica alai,,Fulica,alai,365,7.7,2,22.33333333,-999,22.75,54.25,22.3,365
Asymblepharus alaicus,,Asymblepharus,alaicus,-999,4.5,-999,-999,-999,-999,-999,-999,-999
Ellobius alaicus,,Ellobius,alaicus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Kinosternon alamosae,,Kinosternon,alamosae,-999,4,-999,-999,-999,-999,-999,-999,-999
Menetia alanae,,Menetia,alanae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Oligosoma alani,,Oligosoma,alani,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hapalemur alaotrensis,,Hapalemur,alaotrensis,880.51348,1.2,1.1,23.3,147,-999,-999,17.1,-999
Serinus alario,,Serinus,alario,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Hypsugo alaschanicus,,Hypsugo,alaschanicus,-999,-999,-999,1.25,-999,-999,-999,1.25,-999
Spermophilus alashanicus,,Spermophilus,alashanicus,-999,4.82,1,2.083333333,-999,-999,-999,2.083333333,-999
Sorex alaskanus,,Sorex,alaskanus,106.244,5.58,2.5,1.5,-999,-999,-999,1.5,-999
Coryphistera alaudina,,Coryphistera,alaudina,-999,3.9,-999,-999,-999,-999,-999,-999,-999
Phrygilus alaudinus,,Phrygilus,alaudinus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Alaemon alaudipes,,Alaemon,alaudipes,-999,2.69,-999,-999,-999,-999,-999,-999,-999
Anolis alayoni,,Anolis,alayoni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Leiolopisma alazon,,Leiolopisma,alazon,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ectophylla alba,,Ectophylla,alba,-999,0.995,2,-999,24.98,-999,-999,-999,-999
Motacilla alba,,Motacilla,alba,364.234,5.25,1.75,13.66666667,-999,13,14.5,12.25,365
Tyto alba,,Tyto,alba,365,5.15,1.75,34,-999,31.9,54,15.41666667,365
Calidris alba,,Calidris,alba,728.468,4,1.5,18.58333333,-999,26.25,17,14.91666667,730
Ardea alba,,Ardea,alba,637.601,3.7,1.5,22.834,-999,24.7,41,22.815,730
Cacatua alba,,Cacatua,alba,2000,2,1,40,-999,30,91.32,30,2000
Gygis alba,,Gygis,alba,1764,1,1,29.75,-999,36,47.5,17.8,1764
Pterodroma alba,,Pterodroma,alba,-999,1,1,11.33333333,-999,53,96,11.3,-999
Amphisbaena alba,,Amphisbaena,alba,-999,12,-999,15.1,-999,-999,-999,13.3,-999
Platalea alba,,Platalea,alba,-999,3,-999,17.9,-999,26,35,17.9,-999
Elseya albagula,,Elseya,albagula,-999,5,-999,21.8,-999,160,-999,21.8,-999
Diomedea albatrus,,Diomedea,albatrus,-999,1,-999,17.6,-999,57,152.2,17.3,-999
Phoebastria albatrus,,Phoebastria,albatrus,-999,1,-999,25,-999,57,152.2,17.6,-999
Mergellus albellus,,Mergellus,albellus,726.936,8,1,10,-999,27.5,-999,10,-999
Microlophus albemarlensis,,Microlophus,albemarlensis,-999,3,-999,-999,-999,-999,-999,-999,-999
Bucephala albeola,,Bucephala,albeola,728.468,8.400544959,1,18.7,-999,30,52.5,14.9,730
Crax alberti,,Crax,alberti,-999,2,-999,-999,-999,-999,-999,-999,-999
Menura alberti,,Menura,alberti,-999,1,-999,-999,-999,-999,-999,-999,-999
Pteridophora alberti,,Pteridophora,alberti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Prionops alberti,,Prionops,alberti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sepsina alberti,,Sepsina,alberti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Glaucidium albertinum,,Glaucidium,albertinum,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Drepanornis albertisi,,Drepanornis,albertisi,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Aegotheles albertisi,,Aegotheles,albertisi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Bothrochilus albertisii,,Bothrochilus,albertisii,-999,12.5,1,26.8,-999,62,-999,18.35,-999
Pseudochirops albertisii,,Pseudochirops,albertisii,-999,1.01,-999,1.75,-999,-999,-999,1.75,-999
Gymnophaps albertisii,,Gymnophaps,albertisii,-999,1,-999,-999,-999,-999,-999,-999,-999
Tarentola albertschwartzi,,Tarentola,albertschwartzi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Myotis albescens,,Myotis,albescens,106.82,0.99,2.5,-999,30.32,-999,-999,-999,-999
Synallaxis albescens,,Synallaxis,albescens,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Calendulauda albescens,,Calendulauda,albescens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Callosciurus albescens,,Callosciurus,albescens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hylobates albibarbis,,Hylobates,albibarbis,2849.06286,1,0.475,57,600.50228,-999,-999,42,1825
Pithecia albicans,,Pithecia,albicans,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cranioleuca albicapilla,,Cranioleuca,albicapilla,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lamprotornis albicapillus,,Lamprotornis,albicapillus,-999,5,-999,-999,-999,-999,-999,-999,-999
Cossypha albicapillus,,Cossypha,albicapillus,-999,2,-999,-999,-999,-999,-999,-999,-999
Ichneumia albicauda,,Ichneumia,albicauda,754.74,2.33,-999,14.8,273.962,-999,-999,12,-999
Mirafra albicauda,,Mirafra,albicauda,-999,2,-999,-999,-999,-999,-999,-999,-999
Elminia albicauda,,Elminia,albicauda,-999,2,-999,-999,-999,-999,-999,-999,-999
Olallamys albicauda,,Olallamys,albicauda,-999,-999,-999,-999,-999,-999,-999,-999,-999
Brachytarsomys albicauda,,Brachytarsomys,albicauda,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mystromys albicaudatus,,Mystromys,albicaudatus,109,3,3.55,6.3,32,-999,-999,6,-999
Geranoaetus albicaudatus,,Geranoaetus,albicaudatus,1095.75,2,1,6.5,-999,31.2,50.5,6.5,-999
Eumyias albicaudatus,,Eumyias,albicaudatus,-999,3,-999,-999,-999,-999,-999,-999,-999
Vanellus albiceps,,Vanellus,albiceps,-999,3,-999,-999,-999,-999,-999,-999,-999
Elaenia albiceps,,Elaenia,albiceps,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Cranioleuca albiceps,,Cranioleuca,albiceps,-999,-999,-999,-999,-999,-999,-999,-999,-999
Psalidoprocne albiceps,,Psalidoprocne,albiceps,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus albiceps,,Liolaemus,albiceps,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ficedula albicilla,,Ficedula,albicilla,-999,5.5,1,-999,-999,-999,-999,-999,-999
Haliaeetus albicilla,,Haliaeetus,albicilla,1729.537,2,1,42,-999,39.5,73.75,29.83333333,1460
Mohoua albicilla,,Mohoua,albicilla,-999,3,-999,-999,-999,-999,-999,-999,-999
Turdus albicollis,,Turdus,albicollis,-999,2.4,3,-999,-999,12.5,-999,-999,-999
Zonotrichia albicollis,,Zonotrichia,albicollis,364.234,4.07,1.5,14.91666667,-999,13,10,9.7,365
Ficedula albicollis,,Ficedula,albicollis,364.234,6,1,9.833333333,-999,-999,-999,7.916666667,365
Nyctidromus albicollis,,Nyctidromus,albicollis,365.25,2,1,-999,-999,-999,-999,-999,-999
Merops albicollis,,Merops,albicollis,-999,6,-999,-999,-999,-999,-999,-999,-999
Melozone albicollis,,Melozone,albicollis,-999,4,-999,-999,-999,-999,-999,-999,-999
Corvus albicollis,,Corvus,albicollis,-999,3.8,-999,-999,-999,-999,-999,-999,-999
Porzana albicollis,,Porzana,albicollis,-999,3.2,-999,-999,-999,-999,-999,-999,-999
Rhipidura albicollis,,Rhipidura,albicollis,-999,3,-999,-999,-999,-999,-999,-999,-999
Rynchops albicollis,,Rynchops,albicollis,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Scelorchilus albicollis,,Scelorchilus,albicollis,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Leucochloris albicollis,,Leucochloris,albicollis,-999,2,-999,-999,-999,-999,-999,-999,-999
Saltator albicollis,,Saltator,albicollis,-999,2,-999,-999,-999,-999,13,-999,-999
Xiphocolaptes albicollis,,Xiphocolaptes,albicollis,-999,2,-999,-999,-999,-999,-999,-999,-999
Pseudastur albicollis,,Pseudastur,albicollis,-999,1,-999,-999,-999,-999,-999,-999,-999
Coccymys albidens,,Coccymys,albidens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lorius albidinucha,,Lorius,albidinucha,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cinclodes albidiventris,,Cinclodes,albidiventris,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Geotrygon albifacies,,Geotrygon,albifacies,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Poecilotriccus albifacies,,Poecilotriccus,albifacies,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sceloglaux albifacies,,Sceloglaux,albifacies,-999,-999,-999,-999,-999,-999,-999,-999,-999
Scincus albifasciatus,,Scincus,albifasciatus,-999,2.75,1,-999,-999,64,-999,-999,-999
Anser albifrons,,Anser,albifrons,1095,5.5,1,47,-999,27,41.5,25.25,1095
Sternula albifrons,,Sternula,albifrons,728.468,2.2,1,23.917,-999,21.25,22.25,23.9,730
Eulemur albifrons,,Eulemur,albifrons,634.375,1.07,1,39,152.5,-999,-999,35.5,548
Cebus albifrons,,Cebus,albifrons,1389.70776,1,0.7,44,270.32,-999,-999,40.37083333,1310
Amazona albifrons,,Amazona,albifrons,-999,3.95,-999,25.3,-999,-999,-999,25.3,-999
Pericrocotus albifrons,,Pericrocotus,albifrons,-999,3,-999,-999,-999,-999,-999,-999,-999
Epthianura albifrons,,Epthianura,albifrons,-999,3,-999,-999,-999,-999,-999,-999,-999
Amblyospiza albifrons,,Amblyospiza,albifrons,-999,2.75,-999,-999,-999,-999,-999,-999,-999
Oenanthe albifrons,,Oenanthe,albifrons,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Purnella albifrons,,Purnella,albifrons,-999,2.02,-999,-999,-999,-999,-999,-999,-999
Pithys albifrons,,Pithys,albifrons,-999,2,-999,-999,-999,-999,-999,-999,-999
Henicophaps albifrons,,Henicophaps,albifrons,-999,-999,-999,-999,-999,-999,-999,-999,-999
Platysteira albifrons,,Platysteira,albifrons,-999,-999,-999,-999,-999,-999,-999,-999,-999
Conirostrum albifrons,,Conirostrum,albifrons,-999,-999,-999,-999,-999,-999,-999,-999,-999
Donacospiza albifrons,,Donacospiza,albifrons,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lophocebus albigena,,Lophocebus,albigena,1752.50488,1,0.4,36,233,-999,-999,32.68333333,-999
Neotoma albigula,,Neotoma,albigula,94.14,2.14,2,9.5,33.5,-999,-999,7.7,101
Buteo albigula,,Buteo,albigula,726.936,2,-999,-999,-999,-999,-999,-999,-999
Phyllastrephus albigula,,Phyllastrephus,albigula,-999,2,-999,-999,-999,-999,-999,-999,-999
Scotoecus albigula,,Scotoecus,albigula,-999,1.96,-999,-999,-999,-999,-999,-999,-999
Upucerthia albigula,,Upucerthia,albigula,-999,-999,-999,-999,-999,-999,-999,-999,-999
Grallaria albigula,,Grallaria,albigula,-999,-999,-999,-999,-999,-999,-999,-999,-999
Myzomela albigula,,Myzomela,albigula,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus albigularis,,Varanus,albigularis,-999,24,1,16.975,-999,138.5,-999,14.6875,-999
Laterallus albigularis,,Laterallus,albigularis,-999,3.6,-999,-999,-999,-999,-999,-999,-999
Oryzomys albigularis,,Oryzomys,albigularis,-999,3.4,-999,-999,-999,-999,-999,-999,-999
Vauriella albigularis,,Vauriella,albigularis,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Empidonax albigularis,,Empidonax,albigularis,-999,2.2,-999,-999,-999,-999,-999,-999,-999
Sclerurus albigularis,,Sclerurus,albigularis,-999,2,-999,-999,-999,-999,-999,-999,-999
Phyllastrephus albigularis,,Phyllastrephus,albigularis,-999,2,-999,-999,-999,-999,-999,-999,-999
Synallaxis albigularis,,Synallaxis,albigularis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hirundo albigularis,,Hirundo,albigularis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Zimmerius albigularis,,Zimmerius,albigularis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Diporiphora albilabris,,Diporiphora,albilabris,-999,3.7,-999,-999,-999,-999,-999,-999,-999
Trachylepis albilabris,,Trachylepis,albilabris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Diglossa albilatera,,Diglossa,albilatera,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tachycineta albilinea,,Tachycineta,albilinea,-999,3.95,-999,-999,-999,-999,-999,-999,-999
Meliphaga albilineata,,Meliphaga,albilineata,-999,2,-999,-999,-999,-999,-999,-999,-999
Synallaxis albilora,,Synallaxis,albilora,-999,2.45,-999,-999,-999,18,-999,-999,-999
Muscisaxicola albilora,,Muscisaxicola,albilora,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Polioptila albiloris,,Polioptila,albiloris,-999,2.45,-999,-999,-999,-999,-999,-999,-999
Oriolus albiloris,,Oriolus,albiloris,-999,2,-999,-999,-999,-999,-999,-999,-999
Drymoreomys albimaculatus,,Drymoreomys,albimaculatus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chiropotes albinasus,,Chiropotes,albinasus,1460.464,1,-999,20.79166667,-999,-999,-999,17,-999
Poecilogale albinucha,,Poecilogale,albinucha,676.99074,2.215,1.375,6.241666667,70.84652,-999,-999,5.2,-999
Actophilornis albinucha,,Actophilornis,albinucha,-999,4,-999,-999,-999,-999,-999,-999,-999
Xenopsaris albinucha,,Xenopsaris,albinucha,-999,3,-999,-999,-999,-999,-999,-999,-999
Atlapetes albinucha,,Atlapetes,albinucha,-999,2.45,-999,-999,-999,-999,-999,-999,-999
Columba albinucha,,Columba,albinucha,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ploceus albinucha,,Ploceus,albinucha,-999,-999,-999,-999,-999,-999,-999,-999,-999
Illadopsis albipectus,,Illadopsis,albipectus,-999,2,-999,-999,-999,-999,-999,-999,-999
Pyrrhura albipectus,,Pyrrhura,albipectus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Penelope albipennis,,Penelope,albipennis,-999,3,-999,-999,-999,-999,-999,-999,-999
Petrophassa albipennis,,Petrophassa,albipennis,-999,1.945,-999,-999,-999,-999,-999,-999,-999
Stenocephalemys albipes,,Stenocephalemys,albipes,-999,4.41,-999,-999,-999,-999,-999,-999,-999
Arborimus albipes,,Arborimus,albipes,-999,2.765,-999,-999,-999,-999,-999,-999,-999
Conilurus albipes,,Conilurus,albipes,-999,-999,-999,-999,-999,-999,-999,-999,-999
Przewalskium albirostris,,Przewalskium,albirostris,730.232,1,1,21.3,-999,-999,-999,20.1,-999
Onychognathus albirostris,,Onychognathus,albirostris,-999,3.2,-999,-999,-999,-999,-999,-999,-999
Bubalornis albirostris,,Bubalornis,albirostris,-999,3.15,-999,20,-999,-999,-999,20,-999
Anthracoceros albirostris,,Anthracoceros,albirostris,-999,2.8,-999,-999,-999,-999,-999,-999,-999
