Binomial,scientific.name,original.scientific,TrophicLevel,TrophicNiche,ForagingNiche
Thamnophilus_tenuepunctatus,Thamnophilus tenuepunctatus,,Carnivore,Invertivore,Invertivore glean arboreal
Thamnophilus_torquatus,Thamnophilus torquatus,,Carnivore,Invertivore,Invertivore glean arboreal
Thamnophilus_unicolor,Thamnophilus unicolor,,Carnivore,Invertivore,Invertivore glean arboreal
Thamnophilus_zarumae,Thamnophilus zarumae,,Carnivore,Invertivore,Invertivore glean arboreal
Thamnornis_chloropetoides,Thamnornis chloropetoides,,Carnivore,Invertivore,Invertivore glean arboreal
Thaumastura_cora,Thaumastura cora,,Herbivore,Nectarivore,Nectarivore aerial
Thaumatibis_gigantea,Thaumatibis gigantea,,Carnivore,Aquatic predator,Aquatic ground
Theristicus_caerulescens,Theristicus caerulescens,,Carnivore,Invertivore,Invertivore ground
Theristicus_caudatus,Theristicus caudatus,,Carnivore,Omnivore,NA
Theristicus_melanopis,Theristicus melanopis,,Carnivore,Omnivore,NA
Thescelocichla_leucopleura,Thescelocichla leucopleura,,Herbivore,Frugivore,Fugivore glean
Thinocorus_orbignyianus,Thinocorus orbignyianus,,Herbivore,Herbivore terrestrial,Herbivore ground
Thinocorus_rumicivorus,Thinocorus rumicivorus,,Herbivore,Herbivore terrestrial,Herbivore ground
Thinornis_novaeseelandiae,Thinornis novaeseelandiae,,Carnivore,Aquatic predator,Aquatic ground
Thinornis_rubricollis,Thinornis rubricollis,,Carnivore,Aquatic predator,Aquatic ground
Thlypopsis_fulviceps,Thlypopsis fulviceps,,Carnivore,Invertivore,Invertivore glean arboreal
Thlypopsis_inornata,Thlypopsis inornata,,Carnivore,Invertivore,Invertivore glean arboreal
Thlypopsis_ornata,Thlypopsis ornata,,Carnivore,Invertivore,Invertivore glean arboreal
Thlypopsis_pectoralis,Thlypopsis pectoralis,,Carnivore,Invertivore,Invertivore glean arboreal
Thlypopsis_ruficeps,Thlypopsis ruficeps,,Carnivore,Invertivore,Invertivore glean arboreal
Thlypopsis_sordida,Thlypopsis sordida,,Omnivore,Omnivore,NA
Thraupis_abbas,Thraupis abbas,,Omnivore,Omnivore,NA
Thraupis_bonariensis,Thraupis bonariensis,,Omnivore,Frugivore,Fugivore glean
Thraupis_cyanocephala,Thraupis cyanocephala,,Herbivore,Frugivore,Fugivore glean
Thraupis_cyanoptera,Thraupis cyanoptera,,Herbivore,Frugivore,Fugivore glean
Thraupis_episcopus,Thraupis episcopus,,Omnivore,Omnivore,NA
Thraupis_glaucocolpa,Thraupis glaucocolpa,,Omnivore,Omnivore,NA
Thraupis_ornata,Thraupis ornata,,Herbivore,Frugivore,Fugivore glean
Thraupis_palmarum,Thraupis palmarum,,Omnivore,Omnivore,NA
Thraupis_sayaca,Thraupis sayaca,,Herbivore,Omnivore,NA
Threnetes_leucurus,Threnetes leucurus,,Herbivore,Nectarivore,Nectarivore aerial
Threnetes_niger,Threnetes niger,,Herbivore,Nectarivore,Nectarivore aerial
Threnetes_ruckeri,Threnetes ruckeri,,Herbivore,Nectarivore,Nectarivore aerial
Threskiornis_aethiopicus,Threskiornis aethiopicus,,Carnivore,Aquatic predator,Aquatic ground
Threskiornis_bernieri,Threskiornis bernieri,,Carnivore,Aquatic predator,Aquatic ground
Threskiornis_melanocephalus,Threskiornis melanocephalus,,Carnivore,Aquatic predator,Aquatic ground
Threskiornis_molucca,Threskiornis molucca,,Carnivore,Aquatic predator,Aquatic ground
Threskiornis_spinicollis,Threskiornis spinicollis,,Carnivore,Omnivore,NA
Thripadectes_flammulatus,Thripadectes flammulatus,,Carnivore,Invertivore,Invertivore glean arboreal
Thripadectes_holostictus,Thripadectes holostictus,,Carnivore,Invertivore,Invertivore glean arboreal
Thripadectes_ignobilis,Thripadectes ignobilis,,Carnivore,Invertivore,Invertivore glean arboreal
Thripadectes_melanorhynchus,Thripadectes melanorhynchus,,Carnivore,Invertivore,Invertivore glean arboreal
Thripadectes_rufobrunneus,Thripadectes rufobrunneus,,Carnivore,Invertivore,Invertivore glean arboreal
Thripadectes_scrutator,Thripadectes scrutator,,Carnivore,Invertivore,Invertivore glean arboreal
Thripadectes_virgaticeps,Thripadectes virgaticeps,,Carnivore,Invertivore,Invertivore glean arboreal
Thripias_namaquus,Thripias namaquus,,Carnivore,Invertivore,Invertivore bark
Thripias_pyrrhogaster,Thripias pyrrhogaster,,Carnivore,Invertivore,Invertivore bark
Thripias_xantholophus,Thripias xantholophus,,Carnivore,Invertivore,Invertivore bark
Thripophaga_berlepschi,Thripophaga berlepschi,,Carnivore,Invertivore,Invertivore glean arboreal
Thripophaga_cherriei,Thripophaga cherriei,,Carnivore,Invertivore,Invertivore glean arboreal
Thripophaga_fusciceps,Thripophaga fusciceps,,Carnivore,Invertivore,Invertivore glean arboreal
Thripophaga_macroura,Thripophaga macroura,,Carnivore,Invertivore,Invertivore glean arboreal
Thryomanes_bewickii,Thryomanes bewickii,,Carnivore,Invertivore,Invertivore ground
Thryorchilus_browni,Thryorchilus browni,,Carnivore,Invertivore,Invertivore ground
Thryothorus_atrogularis,Thryothorus atrogularis,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_coraya,Thryothorus coraya,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_eisenmanni,Thryothorus eisenmanni,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_euophrys,Thryothorus euophrys,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_fasciatoventris,Thryothorus fasciatoventris,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_felix,Thryothorus felix,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_genibarbis,Thryothorus genibarbis,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_griseus,Thryothorus griseus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_guarayanus,Thryothorus guarayanus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_leucopogon,Thryothorus leucopogon,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_leucotis,Thryothorus leucotis,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_longirostris,Thryothorus longirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_ludovicianus,Thryothorus ludovicianus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_maculipectus,Thryothorus maculipectus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_modestus,Thryothorus modestus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_mystacalis,Thryothorus mystacalis,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_nicefori,Thryothorus nicefori,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_nigricapillus,Thryothorus nigricapillus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_pleurostictus,Thryothorus pleurostictus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_rufalbus,Thryothorus rufalbus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_rutilus,Thryothorus rutilus,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_sclateri,Thryothorus sclateri,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_semibadius,Thryothorus semibadius,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_sinaloa,Thryothorus sinaloa,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_spadix,Thryothorus spadix,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_superciliaris,Thryothorus superciliaris,,Carnivore,Invertivore,Invertivore glean arboreal
Thryothorus_thoracicus,Thryothorus thoracicus,,Carnivore,Invertivore,Invertivore glean arboreal
Tiaris_bicolor,Tiaris bicolor,,Herbivore,Granivore,Granivore ground
Tiaris_canorus,Tiaris canorus,,Herbivore,Granivore,Granivore ground
Tiaris_fuliginosus,Tiaris fuliginosus,,Herbivore,Granivore,Granivore arboreal
Tiaris_obscurus,Tiaris obscurus,,Herbivore,Granivore,Granivore ground
Tiaris_olivaceus,Tiaris olivaceus,,Herbivore,Granivore,Granivore arboreal
Tichodroma_muraria,Tichodroma muraria,,Carnivore,Invertivore,Invertivore bark
Tickellia_hodgsoni,Tickellia hodgsoni,,Carnivore,Invertivore,Invertivore sally surface
Tigriornis_leucolopha,Tigriornis leucolopha,,Carnivore,Aquatic predator,Aquatic ground
Tigrisoma_fasciatum,Tigrisoma fasciatum,,Carnivore,Aquatic predator,Aquatic ground
Tigrisoma_lineatum,Tigrisoma lineatum,,Carnivore,Aquatic predator,Aquatic ground
Tigrisoma_mexicanum,Tigrisoma mexicanum,,Carnivore,Aquatic predator,Aquatic ground
Tijuca_atra,Tijuca atra,,Herbivore,Frugivore,Fugivore glean
Tijuca_condita,Tijuca condita,,Herbivore,Frugivore,Fugivore glean
Tilmatura_dupontii,Tilmatura dupontii,,Herbivore,Nectarivore,Nectarivore aerial
Timalia_pileata,Timalia pileata,,Carnivore,Invertivore,Invertivore glean arboreal
Timeliopsis_fulvigula,Timeliopsis fulvigula,,Carnivore,Invertivore,Invertivore glean arboreal
Timeliopsis_griseigula,Timeliopsis griseigula,,Omnivore,Omnivore,NA
Tinamotis_ingoufi,Tinamotis ingoufi,,Herbivore,Omnivore,NA
Tinamotis_pentlandii,Tinamotis pentlandii,,Herbivore,Omnivore,NA
Tinamus_guttatus,Tinamus guttatus,,Herbivore,Omnivore,NA
Tinamus_major,Tinamus major,,Herbivore,Omnivore,NA
Tinamus_osgoodi,Tinamus osgoodi,,Herbivore,Omnivore,NA
Tinamus_solitarius,Tinamus solitarius,,Herbivore,Omnivore,NA
Tinamus_tao,Tinamus tao,,Herbivore,Omnivore,NA
Tityra_cayana,Tityra cayana,,Herbivore,Frugivore,Fugivore aerial
Tityra_inquisitor,Tityra inquisitor,,Herbivore,Frugivore,Fugivore aerial
Tityra_semifasciata,Tityra semifasciata,,Herbivore,Frugivore,Fugivore glean
Tmetothylacus_tenellus,Tmetothylacus tenellus,,Carnivore,Invertivore,Invertivore ground
Tockus_alboterminatus,Tockus alboterminatus,,Omnivore,Omnivore,NA
Tockus_bradfieldi,Tockus bradfieldi,,Carnivore,Invertivore,Invertivore glean arboreal
Tockus_camurus,Tockus camurus,,Carnivore,Invertivore,Invertivore glean arboreal
Tockus_deckeni,Tockus deckeni,,Carnivore,Invertivore,Invertivore ground
Tockus_erythrorhynchus,Tockus erythrorhynchus,,Carnivore,Invertivore,Invertivore ground
Tockus_fasciatus,Tockus fasciatus,,Omnivore,Omnivore,NA
Tockus_flavirostris,Tockus flavirostris,,Carnivore,Invertivore,Invertivore ground
Tockus_hartlaubi,Tockus hartlaubi,,Carnivore,Invertivore,Invertivore sally surface
Tockus_hemprichii,Tockus hemprichii,,Carnivore,Invertivore,Invertivore glean arboreal
Tockus_jacksoni,Tockus jacksoni,,Carnivore,Invertivore,Invertivore ground
Tockus_leucomelas,Tockus leucomelas,,Carnivore,Invertivore,Invertivore ground
Tockus_monteiri,Tockus monteiri,,Carnivore,Invertivore,Invertivore ground
Tockus_nasutus,Tockus nasutus,,Carnivore,Invertivore,Invertivore glean arboreal
Tockus_pallidirostris,Tockus pallidirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Todiramphus_albonotatus,Todiramphus albonotatus,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_australasia,Todiramphus australasia,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_chloris,Todiramphus chloris,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_cinnamominus,Todiramphus cinnamominus,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_diops,Todiramphus diops,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_enigma,Todiramphus enigma,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_farquhari,Todiramphus farquhari,,Carnivore,Invertivore,Generalist
Todiramphus_funebris,Todiramphus funebris,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_gambieri,Todiramphus gambieri,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_godeffroyi,Todiramphus godeffroyi,,Carnivore,Invertivore,Generalist
Todiramphus_lazuli,Todiramphus lazuli,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_leucopygius,Todiramphus leucopygius,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_macleayii,Todiramphus macleayii,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_nigrocyaneus,Todiramphus nigrocyaneus,,Carnivore,Omnivore,NA
Todiramphus_pyrrhopygius,Todiramphus pyrrhopygius,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_recurvirostris,Todiramphus recurvirostris,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_ruficollaris,Todiramphus ruficollaris,,Carnivore,Invertivore,Generalist
Todiramphus_sanctus,Todiramphus sanctus,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_saurophaga,Todiramphus saurophaga,,Carnivore,Omnivore,NA
Todiramphus_tutus,Todiramphus tutus,,Carnivore,Invertivore,Generalist
Todiramphus_veneratus,Todiramphus veneratus,,Carnivore,Invertivore,Invertivore sally ground
Todiramphus_winchelli,Todiramphus winchelli,,Carnivore,Invertivore,Generalist
Todirostrum_chrysocrotaphum,Todirostrum chrysocrotaphum,,Carnivore,Invertivore,Invertivore sally surface
Todirostrum_cinereum,Todirostrum cinereum,,Carnivore,Invertivore,Invertivore sally surface
Todirostrum_maculatum,Todirostrum maculatum,,Carnivore,Invertivore,Invertivore sally surface
Todirostrum_nigriceps,Todirostrum nigriceps,,Carnivore,Invertivore,Invertivore sally surface
Todirostrum_pictum,Todirostrum pictum,,Carnivore,Invertivore,Invertivore sally surface
Todirostrum_poliocephalum,Todirostrum poliocephalum,,Carnivore,Invertivore,Invertivore sally surface
Todirostrum_viridanum,Todirostrum viridanum,,Carnivore,Invertivore,Invertivore sally surface
Todus_angustirostris,Todus angustirostris,,Carnivore,Invertivore,Invertivore sally surface
Todus_mexicanus,Todus mexicanus,,Carnivore,Invertivore,Invertivore sally surface
Todus_multicolor,Todus multicolor,,Carnivore,Invertivore,Invertivore sally surface
Todus_subulatus,Todus subulatus,,Carnivore,Invertivore,Invertivore sally surface
Todus_todus,Todus todus,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_assimilis,Tolmomyias assimilis,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_flaviventris,Tolmomyias flaviventris,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_flavotectus,Tolmomyias flavotectus,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_poliocephalus,Tolmomyias poliocephalus,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_sulphurescens,Tolmomyias sulphurescens,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_traylori,Tolmomyias traylori,,Carnivore,Invertivore,Invertivore sally surface
Tolmomyias_viridiceps,Tolmomyias viridiceps,,Carnivore,Invertivore,Invertivore sally surface
Topaza_pella,Topaza pella,,Herbivore,Nectarivore,Nectarivore aerial
Topaza_pyra,Topaza pyra,,Herbivore,Nectarivore,Nectarivore aerial
Torgos_tracheliotos,Torgos tracheliotos,,Scavenger,Scavenger,Scavenger ground
Torreornis_inexpectata,Torreornis inexpectata,,Omnivore,Omnivore,NA
Touit_batavicus,Touit batavicus,,Herbivore,Omnivore,NA
Touit_costaricensis,Touit costaricensis,,Herbivore,Frugivore,Fugivore glean
Touit_dilectissimus,Touit dilectissimus,,Herbivore,Frugivore,Fugivore glean
Touit_huetii,Touit huetii,,Herbivore,Frugivore,Fugivore glean
Touit_melanonotus,Touit melanonotus,,Herbivore,Frugivore,Fugivore glean
Touit_purpuratus,Touit purpuratus,,Herbivore,Frugivore,Fugivore glean
Touit_stictopterus,Touit stictopterus,,Herbivore,Omnivore,NA
Touit_surdus,Touit surdus,,Herbivore,Frugivore,Fugivore glean
Toxorhamphus_iliolophus,Toxorhamphus iliolophus,,Omnivore,Omnivore,NA
Toxorhamphus_novaeguineae,Toxorhamphus novaeguineae,,Omnivore,Omnivore,NA
Toxorhamphus_poliopterus,Toxorhamphus poliopterus,,Omnivore,Omnivore,NA
Toxostoma_bendirei,Toxostoma bendirei,,Omnivore,Omnivore,NA
Toxostoma_cinereum,Toxostoma cinereum,,Carnivore,Invertivore,Invertivore ground
Toxostoma_crissale,Toxostoma crissale,,Carnivore,Invertivore,Invertivore ground
Toxostoma_curvirostre,Toxostoma curvirostre,,Omnivore,Invertivore,Invertivore ground
Toxostoma_guttatum,Toxostoma guttatum,,Carnivore,Invertivore,Invertivore ground
Toxostoma_lecontei,Toxostoma lecontei,,Carnivore,Invertivore,Invertivore ground
Toxostoma_longirostre,Toxostoma longirostre,,Carnivore,Invertivore,Invertivore ground
Toxostoma_ocellatum,Toxostoma ocellatum,,Carnivore,Invertivore,Invertivore ground
Toxostoma_redivivum,Toxostoma redivivum,,Omnivore,Invertivore,Invertivore ground
Toxostoma_rufum,Toxostoma rufum,,Omnivore,Omnivore,NA
Trachyphonus_darnaudii,Trachyphonus darnaudii,,Herbivore,Omnivore,NA
Trachyphonus_erythrocephalus,Trachyphonus erythrocephalus,,Omnivore,Omnivore,NA
Trachyphonus_margaritatus,Trachyphonus margaritatus,,Omnivore,Omnivore,NA
Trachyphonus_purpuratus,Trachyphonus purpuratus,,Carnivore,Invertivore,Invertivore glean arboreal
Trachyphonus_usambiro,Trachyphonus usambiro,,Herbivore,Omnivore,NA
Trachyphonus_vaillantii,Trachyphonus vaillantii,,Omnivore,Omnivore,NA
Tragopan_blythii,Tragopan blythii,,Herbivore,Omnivore,NA
Tragopan_caboti,Tragopan caboti,,Herbivore,Omnivore,NA
Tragopan_melanocephalus,Tragopan melanocephalus,,Herbivore,Herbivore terrestrial,Generalist
Tragopan_satyra,Tragopan satyra,,Herbivore,Herbivore terrestrial,Generalist
Tragopan_temminckii,Tragopan temminckii,,Herbivore,Herbivore terrestrial,Generalist
Tregellasia_capito,Tregellasia capito,,Carnivore,Invertivore,Invertivore sally ground
Tregellasia_leucops,Tregellasia leucops,,Carnivore,Invertivore,Generalist
Treron_apicauda,Treron apicauda,,Herbivore,Frugivore,Fugivore glean
Treron_australis,Treron australis,,Herbivore,Frugivore,Fugivore glean
Treron_bicinctus,Treron bicinctus,,Herbivore,Frugivore,Fugivore glean
Treron_calvus,Treron calvus,,Herbivore,Frugivore,Fugivore glean
Treron_capellei,Treron capellei,,Herbivore,Frugivore,Fugivore glean
Treron_curvirostra,Treron curvirostra,,Herbivore,Frugivore,Fugivore glean
Treron_floris,Treron floris,,Herbivore,Frugivore,Fugivore glean
Treron_formosae,Treron formosae,,Herbivore,Frugivore,Fugivore glean
Treron_fulvicollis,Treron fulvicollis,,Herbivore,Frugivore,Fugivore glean
Treron_griseicauda,Treron griseicauda,,Herbivore,Frugivore,Fugivore glean
Treron_olax,Treron olax,,Herbivore,Frugivore,Fugivore glean
Treron_oxyurus,Treron oxyurus,,Herbivore,Frugivore,Fugivore glean
Treron_pembaensis,Treron pembaensis,,Herbivore,Frugivore,Fugivore glean
Treron_phoenicopterus,Treron phoenicopterus,,Herbivore,Frugivore,Fugivore glean
Treron_pompadora,Treron pompadora,,Herbivore,Frugivore,Fugivore glean
Treron_psittaceus,Treron psittaceus,,Herbivore,Frugivore,Fugivore glean
Treron_sanctithomae,Treron sanctithomae,,Herbivore,Frugivore,Fugivore glean
Treron_seimundi,Treron seimundi,,Herbivore,Frugivore,Fugivore glean
Treron_sieboldii,Treron sieboldii,,Herbivore,Frugivore,Fugivore glean
Treron_sphenurus,Treron sphenurus,,Herbivore,Frugivore,Fugivore glean
Treron_teysmannii,Treron teysmannii,,Herbivore,Frugivore,Fugivore glean
Treron_vernans,Treron vernans,,Herbivore,Frugivore,Fugivore glean
Treron_waalia,Treron waalia,,Herbivore,Frugivore,Fugivore glean
Trichastoma_bicolor,Trichastoma bicolor,,Carnivore,Invertivore,Invertivore ground
Trichastoma_buettikoferi,Trichastoma buettikoferi,,Carnivore,Invertivore,Invertivore ground
Trichastoma_celebense,Trichastoma celebense,,Carnivore,Invertivore,Invertivore ground
Trichastoma_pyrrogenys,Trichastoma pyrrogenys,,Carnivore,Invertivore,Invertivore ground
Trichastoma_rostratum,Trichastoma rostratum,,Carnivore,Invertivore,Invertivore ground
Trichastoma_tickelli,Trichastoma tickelli,,Carnivore,Invertivore,Invertivore ground
Trichixos_pyrropygus,Trichixos pyrropygus,,Carnivore,Invertivore,Invertivore glean arboreal
Trichocichla_rufa,Trichocichla rufa,,Carnivore,Invertivore,Invertivore ground
Trichodere_cockerelli,Trichodere cockerelli,,Herbivore,Nectarivore,Nectarivore glean
Trichoglossus_chlorolepidotus,Trichoglossus chlorolepidotus,,Herbivore,Nectarivore,Nectarivore glean
Trichoglossus_euteles,Trichoglossus euteles,,Herbivore,Nectarivore,Nectarivore glean
Trichoglossus_flavoviridis,Trichoglossus flavoviridis,,Herbivore,Omnivore,NA
Trichoglossus_haematodus,Trichoglossus haematodus,,Herbivore,Omnivore,NA
Trichoglossus_johnstoniae,Trichoglossus johnstoniae,,Herbivore,Nectarivore,Nectarivore glean
Trichoglossus_ornatus,Trichoglossus ornatus,,Herbivore,Nectarivore,Nectarivore glean
Trichoglossus_rubiginosus,Trichoglossus rubiginosus,,Herbivore,Nectarivore,Nectarivore glean
Tricholaema_diademata,Tricholaema diademata,,Herbivore,Frugivore,Fugivore glean
Tricholaema_frontata,Tricholaema frontata,,Omnivore,Frugivore,Fugivore glean
Tricholaema_hirsuta,Tricholaema hirsuta,,Omnivore,Frugivore,Fugivore glean
Tricholaema_lacrymosa,Tricholaema lacrymosa,,Herbivore,Frugivore,Fugivore glean
Tricholaema_leucomelas,Tricholaema leucomelas,,Herbivore,Omnivore,NA
Tricholaema_melanocephala,Tricholaema melanocephala,,Omnivore,Invertivore,Generalist
Tricholestes_criniger,Tricholestes criniger,,Omnivore,Omnivore,NA
Trichothraupis_melanops,Trichothraupis melanops,,Carnivore,Invertivore,Invertivore glean arboreal
Triclaria_malachitacea,Triclaria malachitacea,,Herbivore,Omnivore,NA
Trigonoceps_occipitalis,Trigonoceps occipitalis,,Scavenger,Scavenger,Scavenger ground
Tringa_erythropus,Tringa erythropus,,Carnivore,Aquatic predator,Aquatic ground
Tringa_flavipes,Tringa flavipes,,Carnivore,Aquatic predator,Aquatic ground
Tringa_glareola,Tringa glareola,,Carnivore,Aquatic predator,Aquatic ground
Tringa_guttifer,Tringa guttifer,,Carnivore,Aquatic predator,Aquatic ground
Tringa_melanoleuca,Tringa melanoleuca,,Carnivore,Aquatic predator,Aquatic ground
Tringa_nebularia,Tringa nebularia,,Carnivore,Aquatic predator,Aquatic ground
Tringa_ochropus,Tringa ochropus,,Carnivore,Aquatic predator,Aquatic ground
Tringa_solitaria,Tringa solitaria,,Carnivore,Aquatic predator,Aquatic ground
Tringa_stagnatilis,Tringa stagnatilis,,Carnivore,Aquatic predator,Aquatic ground
Tringa_totanus,Tringa totanus,,Carnivore,Aquatic predator,Aquatic ground
Trochilus_polytmus,Trochilus polytmus,,Herbivore,Nectarivore,Nectarivore aerial
Trochilus_scitulus,Trochilus scitulus,,Herbivore,Nectarivore,Nectarivore aerial
Trochocercus_cyanomelas,Trochocercus cyanomelas,,Carnivore,Invertivore,Invertivore glean arboreal
Trochocercus_nitens,Trochocercus nitens,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_aedon,Troglodytes aedon,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_cobbi,Troglodytes cobbi,,Carnivore,Invertivore,Invertivore ground
Troglodytes_monticola,Troglodytes monticola,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_ochraceus,Troglodytes ochraceus,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_rufociliatus,Troglodytes rufociliatus,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_rufulus,Troglodytes rufulus,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_sissonii,Troglodytes sissonii,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_solstitialis,Troglodytes solstitialis,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_tanneri,Troglodytes tanneri,,Carnivore,Invertivore,Invertivore glean arboreal
Troglodytes_troglodytes,Troglodytes troglodytes,,Carnivore,Invertivore,Invertivore glean arboreal
Trogon_aurantiiventris,Trogon aurantiiventris,,Omnivore,Invertivore,Invertivore sally surface
Trogon_bairdii,Trogon bairdii,,Omnivore,Frugivore,Fugivore aerial
Trogon_caligatus,Trogon caligatus,,Herbivore,Frugivore,Fugivore aerial
Trogon_chionurus,Trogon chionurus,,Herbivore,Frugivore,Fugivore aerial
Trogon_citreolus,Trogon citreolus,,Omnivore,Omnivore,NA
Trogon_clathratus,Trogon clathratus,,Herbivore,Frugivore,Fugivore aerial
Trogon_collaris,Trogon collaris,,Omnivore,Invertivore,Invertivore sally surface
Trogon_comptus,Trogon comptus,,Omnivore,Omnivore,NA
Trogon_curucui,Trogon curucui,,Carnivore,Invertivore,Invertivore sally surface
Trogon_elegans,Trogon elegans,,Omnivore,Omnivore,NA
Trogon_massena,Trogon massena,,Herbivore,Frugivore,Fugivore aerial
Trogon_melanocephalus,Trogon melanocephalus,,Omnivore,Omnivore,NA
Trogon_melanurus,Trogon melanurus,,Herbivore,Frugivore,Fugivore aerial
Trogon_mesurus,Trogon mesurus,,Herbivore,Frugivore,Fugivore aerial
Trogon_mexicanus,Trogon mexicanus,,Carnivore,Invertivore,Invertivore sally surface
Trogon_personatus,Trogon personatus,,Omnivore,Omnivore,NA
Trogon_rufus,Trogon rufus,,Omnivore,Omnivore,NA
Trogon_surrucura,Trogon surrucura,,Carnivore,Invertivore,Invertivore sally surface
Trogon_violaceus,Trogon violaceus,,Herbivore,Frugivore,Fugivore aerial
Trogon_viridis,Trogon viridis,,Omnivore,Frugivore,Fugivore aerial
Tropicranus_albocristatus,Tropicranus albocristatus,,Carnivore,Invertivore,Invertivore glean arboreal
Trugon_terrestris,Trugon terrestris,,Herbivore,Granivore,Granivore ground
Tryngites_subruficollis,Tryngites subruficollis,,Carnivore,Omnivore,NA
Tumbezia_salvini,Tumbezia salvini,,Carnivore,Invertivore,Invertivore sally ground
Turacoena_manadensis,Turacoena manadensis,,Herbivore,Frugivore,Fugivore glean
Turacoena_modesta,Turacoena modesta,,Herbivore,Frugivore,Fugivore glean
Turdinus_atrigularis,Turdinus atrigularis,,Carnivore,Invertivore,Invertivore ground
Turdinus_macrodactylus,Turdinus macrodactylus,,Carnivore,Invertivore,Invertivore ground
Turdinus_marmorata,Turdinus marmorata,,Carnivore,Invertivore,Invertivore ground
Turdinus_rufipectus,Turdinus rufipectus,,Carnivore,Invertivore,Invertivore ground
Turdoides_affinis,Turdoides affinis,,Omnivore,Invertivore,Invertivore ground
Turdoides_altirostris,Turdoides altirostris,,Carnivore,Invertivore,Invertivore ground
Turdoides_aylmeri,Turdoides aylmeri,,Omnivore,Invertivore,Invertivore ground
Turdoides_bicolor,Turdoides bicolor,,Carnivore,Invertivore,Invertivore ground
Turdoides_caudata,Turdoides caudata,,Omnivore,Omnivore,NA
Turdoides_earlei,Turdoides earlei,,Carnivore,Invertivore,Invertivore ground
Turdoides_fulva,Turdoides fulva,,Omnivore,Invertivore,Invertivore ground
Turdoides_gularis,Turdoides gularis,,Carnivore,Invertivore,Invertivore ground
Turdoides_gymnogenys,Turdoides gymnogenys,,Carnivore,Invertivore,Invertivore ground
Turdoides_hartlaubii,Turdoides hartlaubii,,Carnivore,Invertivore,Invertivore ground
Turdoides_hindei,Turdoides hindei,,Omnivore,Omnivore,NA
Turdoides_hypoleuca,Turdoides hypoleuca,,Omnivore,Omnivore,NA
